antecedents,consequents,support,confidence,lift
"Onions,Toothpaste","Cereal,Shampoo",0.03,0.6,10.0
"Bananas,Fish",Potatoes,0.03,0.6,4.0
"Cereal,Cookies",Tomatoes,0.03,0.6,4.0
"Eggs,Soap",Potatoes,0.03,0.6,4.0
"Milk,Soap",Potatoes,0.03,0.6,4.0
"Onions,Pasta",Potatoes,0.03,0.6,4.0
"Soap,Toothpaste",Tomatoes,0.03,0.6,4.0
"Chicken,Detergent",Eggs,0.03,0.6,3.3333333333333335
"Cookies,Tomatoes",Cereal,0.03,0.6,3.3333333333333335
"Detergent,Toothpaste",Eggs,0.03,0.6,3.3333333333333335
"Onions,Toothpaste",Cereal,0.03,0.6,3.3333333333333335
"Soap,Toothpaste",Cereal,0.03,0.6,3.3333333333333335
"Beef,Toothpaste",Chicken,0.03,0.6,3.1578947368421053
"Eggs,Soap",Water,0.03,0.6,3.1578947368421053
"Onions,Potatoes",Pasta,0.03,0.6,3.1578947368421053
"Apples,Cookies",Shampoo,0.03,0.6,2.9999999999999996
"Bananas,Fish",Chips,0.03,0.6,2.9999999999999996
"Beef,Cookies",Shampoo,0.03,0.6,2.9999999999999996
"Butter,Fish",Chips,0.03,0.6,2.9999999999999996
"Chicken,Rice",Shampoo,0.03,0.6,2.9999999999999996
"Chips,Detergent",Bread,0.03,0.6,2.9999999999999996
"Fish,Soap",Bread,0.03,0.6,2.9999999999999996
"Eggs,Toothpaste",Detergent,0.03,0.6,2.857142857142857
"Eggs,Yogurt",Detergent,0.03,0.6,2.857142857142857
"Apples,Cookies",Bananas,0.03,0.6,2.727272727272727
"Bananas,Chips",Fish,0.03,0.6,2.727272727272727
"Bananas,Fish",Juice,0.03,0.6,2.727272727272727
"Beef,Cereal",Apples,0.03,0.6,2.727272727272727
"Beef,Yogurt",Bananas,0.03,0.6,2.727272727272727
"Bread,Soap",Fish,0.03,0.6,2.727272727272727
"Butter,Chicken",Beef,0.03,0.6,2.727272727272727
"Butter,Water",Juice,0.03,0.6,2.727272727272727
"Cereal,Soda",Toothpaste,0.03,0.6,2.727272727272727
"Eggs,Yogurt",Toothpaste,0.03,0.6,2.727272727272727
"Milk,Onions",Bananas,0.03,0.6,2.727272727272727
"Milk,Soap",Beef,0.03,0.6,2.727272727272727
"Soap,Tomatoes",Toothpaste,0.03,0.6,2.727272727272727
"Milk,Soap",Onions,0.03,0.6,2.6086956521739126
"Soap,Toothpaste",Onions,0.03,0.6,2.6086956521739126
"Cereal,Soda",Butter,0.03,0.6,2.5
"Juice,Pasta",Butter,0.03,0.6,2.5
"Beef,Cookies",Soap,0.03,0.6,2.4
"Beef,Onions",Soap,0.03,0.6,2.4
"Cereal,Soda",Soap,0.03,0.6,2.4
"Eggs,Water",Soap,0.03,0.6,2.4
"Milk,Onions",Soap,0.03,0.6,2.4
"Onions,Toothpaste",Soap,0.03,0.6,2.4
Potatoes,Soap,0.09,0.6,2.4
"Apples,Detergent",Yogurt,0.03,0.6,2.3076923076923075
"Detergent,Toothpaste",Yogurt,0.03,0.6,2.3076923076923075
"Eggs,Toothpaste",Yogurt,0.03,0.6,2.3076923076923075
"Beef,Chicken",Chips,0.04,0.5714285714285714,2.8571428571428568
"Cereal,Toothpaste",Cookies,0.04,0.5714285714285714,2.8571428571428568
"Onions,Soap",Shampoo,0.04,0.5714285714285714,2.8571428571428568
"Soap,Yogurt",Bananas,0.04,0.5714285714285714,2.5974025974025974
"Shampoo,Soap",Onions,0.04,0.5714285714285714,2.484472049689441
"Butter,Cereal","Juice,Soap,Soda",0.02,0.5,25.0
"Pasta,Water","Detergent,Juice",0.02,0.5,25.0
"Potatoes,Soda","Bananas,Fish,Soap",0.02,0.5,25.0
"Apples,Pasta","Bananas,Detergent",0.02,0.5,16.666666666666668
"Apples,Shampoo","Milk,Yogurt",0.02,0.5,16.666666666666668
"Beef,Water","Apples,Cereal",0.02,0.5,16.666666666666668
"Bread,Chips","Detergent,Fish",0.02,0.5,16.666666666666668
"Bread,Yogurt","Fish,Soda",0.02,0.5,16.666666666666668
"Chips,Eggs","Fish,Soda",0.02,0.5,16.666666666666668
"Chips,Shampoo","Beef,Butter",0.02,0.5,16.666666666666668
"Chips,Shampoo","Beef,Butter,Chicken",0.02,0.5,16.666666666666668
"Cookies,Toothpaste","Cereal,Onions,Shampoo",0.02,0.5,16.666666666666668
"Fish,Juice","Bananas,Rice",0.02,0.5,16.666666666666668
"Juice,Soap","Butter,Cereal,Soda",0.02,0.5,16.666666666666668
"Juice,Water","Butter,Cheese",0.02,0.5,16.666666666666668
"Juice,Water","Butter,Milk",0.02,0.5,16.666666666666668
"Onions,Rice","Juice,Potatoes",0.02,0.5,16.666666666666668
"Pasta,Soap","Potatoes,Shampoo",0.02,0.5,16.666666666666668
"Rice,Shampoo","Chicken,Soap",0.02,0.5,16.666666666666668
"Apples,Shampoo","Bananas,Cookies",0.02,0.5,12.5
"Apples,Soap","Beef,Water",0.02,0.5,12.5
"Apples,Soap","Milk,Potatoes",0.02,0.5,12.5
"Apples,Soap","Pasta,Yogurt",0.02,0.5,12.5
"Bananas,Cookies","Apples,Shampoo",0.02,0.5,12.5
"Beef,Water","Apples,Soap",0.02,0.5,12.5
"Butter,Cereal","Juice,Soap",0.02,0.5,12.5
"Butter,Cereal","Shampoo,Soda",0.02,0.5,12.5
"Butter,Cereal","Soda,Toothpaste",0.02,0.5,12.5
"Butter,Cookies","Pasta,Shampoo",0.02,0.5,12.5
"Butter,Cookies","Shampoo,Soda",0.02,0.5,12.5
"Cereal,Tomatoes","Cookies,Toothpaste",0.02,0.5,12.5
"Cereal,Tomatoes","Soda,Toothpaste",0.02,0.5,12.5
"Chips,Soda","Eggs,Fish",0.02,0.5,12.5
"Cookies,Toothpaste","Cereal,Tomatoes",0.02,0.5,12.5
"Detergent,Pasta","Juice,Water",0.02,0.5,12.5
"Eggs,Fish","Chips,Soda",0.02,0.5,12.5
"Juice,Onions","Potatoes,Rice",0.02,0.5,12.5
"Juice,Soap","Butter,Cereal",0.02,0.5,12.5
"Juice,Soap","Milk,Potatoes",0.02,0.5,12.5
"Juice,Water","Detergent,Pasta",0.02,0.5,12.5
"Milk,Potatoes","Apples,Soap",0.02,0.5,12.5
"Milk,Potatoes","Juice,Soap",0.02,0.5,12.5
"Milk,Potatoes","Soda,Water",0.02,0.5,12.5
"Milk,Soda","Potatoes,Water",0.02,0.5,12.5
"Milk,Water","Potatoes,Soda",0.02,0.5,12.5
"Pasta,Shampoo","Butter,Cookies",0.02,0.5,12.5
"Pasta,Yogurt","Apples,Soap",0.02,0.5,12.5
"Potatoes,Rice","Juice,Onions",0.02,0.5,12.5
"Potatoes,Soda","Milk,Water",0.02,0.5,12.5
"Potatoes,Water","Milk,Soda",0.02,0.5,12.5
"Shampoo,Soda","Butter,Cereal",0.02,0.5,12.5
"Shampoo,Soda","Butter,Cookies",0.02,0.5,12.5
"Soda,Toothpaste","Butter,Cereal",0.02,0.5,12.5
"Soda,Toothpaste","Cereal,Tomatoes",0.02,0.5,12.5
"Soda,Water","Milk,Potatoes",0.02,0.5,12.5
"Bananas,Pasta","Apples,Detergent",0.02,0.5,10.0
"Beef,Water","Eggs,Soap",0.02,0.5,10.0
"Bread,Chips","Beef,Pasta",0.02,0.5,10.0
"Bread,Soda","Fish,Yogurt",0.02,0.5,10.0
"Bread,Tomatoes","Beef,Detergent",0.02,0.5,10.0
"Butter,Cereal","Juice,Soda",0.02,0.5,10.0
"Cereal,Shampoo","Onions,Toothpaste",0.03,0.5,10.0
"Cereal,Tomatoes","Soap,Toothpaste",0.02,0.5,10.0
"Cheese,Juice","Butter,Water",0.02,0.5,10.0
"Chips,Juice","Bananas,Fish",0.02,0.5,10.0
"Chips,Rice","Cookies,Fish",0.02,0.5,10.0
"Chips,Shampoo","Butter,Chicken",0.02,0.5,10.0
"Cookies,Toothpaste","Cereal,Soda",0.02,0.5,10.0
"Detergent,Pasta","Cookies,Tomatoes",0.02,0.5,10.0
"Fish,Juice","Bananas,Chips",0.02,0.5,10.0
"Juice,Milk","Butter,Water",0.02,0.5,10.0
"Juice,Rice","Bananas,Fish",0.02,0.5,10.0
"Juice,Rice","Onions,Potatoes",0.02,0.5,10.0
"Juice,Soap","Cereal,Soda",0.02,0.5,10.0
"Onions,Shampoo,Soap","Beef,Cookies",0.02,0.5,10.0
"Onions,Shampoo,Toothpaste","Cereal,Cookies",0.02,0.5,10.0
"Onions,Shampoo,Toothpaste","Soap,Tomatoes",0.02,0.5,10.0
"Potatoes,Soda","Bananas,Fish",0.02,0.5,10.0
"Potatoes,Soda","Fish,Soap",0.02,0.5,10.0
"Potatoes,Water","Eggs,Soap",0.02,0.5,10.0
"Rice,Shampoo","Butter,Chicken",0.02,0.5,10.0
"Soda,Toothpaste","Cereal,Cookies",0.02,0.5,10.0
"Bread,Yogurt","Detergent,Eggs",0.02,0.5,8.333333333333334
"Butter,Cereal","Chicken,Shampoo",0.02,0.5,8.333333333333334
"Butter,Chicken,Shampoo","Beef,Chips",0.02,0.5,8.333333333333334
"Butter,Cookies","Onions,Shampoo",0.02,0.5,8.333333333333334
"Butter,Juice,Soda","Cereal,Soap",0.02,0.5,8.333333333333334
"Butter,Rice","Chicken,Shampoo",0.02,0.5,8.333333333333334
"Cereal,Cookies,Toothpaste","Onions,Shampoo",0.02,0.5,8.333333333333334
"Cereal,Onions","Shampoo,Toothpaste",0.03,0.5,8.333333333333334
"Cheese,Juice","Butter,Toothpaste",0.02,0.5,8.333333333333334
"Chicken,Fish","Beef,Shampoo",0.02,0.5,8.333333333333334
"Chips,Cookies","Fish,Rice",0.02,0.5,8.333333333333334
"Chips,Shampoo","Butter,Toothpaste",0.02,0.5,8.333333333333334
"Cookies,Soap","Onions,Shampoo",0.03,0.5,8.333333333333334
"Cookies,Toothpaste","Cereal,Onions",0.02,0.5,8.333333333333334
"Cookies,Toothpaste","Cereal,Shampoo",0.02,0.5,8.333333333333334
"Cookies,Toothpaste","Cereal,Soap",0.02,0.5,8.333333333333334
"Cookies,Toothpaste","Onions,Shampoo",0.02,0.5,8.333333333333334
"Eggs,Potatoes","Butter,Soap",0.02,0.5,8.333333333333334
"Juice,Shampoo","Butter,Soda",0.02,0.5,8.333333333333334
"Juice,Soap","Butter,Soda",0.02,0.5,8.333333333333334
"Onions,Shampoo","Cookies,Soap",0.03,0.5,8.333333333333334
"Onions,Shampoo,Soap","Tomatoes,Toothpaste",0.02,0.5,8.333333333333334
"Potatoes,Soda","Bananas,Soap",0.02,0.5,8.333333333333334
"Rice,Shampoo","Butter,Soap",0.02,0.5,8.333333333333334
"Rice,Shampoo","Chicken,Toothpaste",0.02,0.5,8.333333333333334
"Rice,Soap","Chicken,Shampoo",0.02,0.5,8.333333333333334
"Shampoo,Toothpaste","Cereal,Onions",0.03,0.5,8.333333333333334
"Apples,Pasta","Soap,Yogurt",0.02,0.5,7.142857142857142
"Butter,Rice","Shampoo,Soap",0.02,0.5,7.142857142857142
"Chips,Rice","Beef,Chicken",0.02,0.5,7.142857142857142
"Chips,Shampoo","Beef,Chicken",0.02,0.5,7.142857142857142
"Cookies,Onions","Shampoo,Soap",0.03,0.5,7.142857142857142
"Cookies,Onions,Shampoo","Beef,Soap",0.02,0.5,7.142857142857142
"Cookies,Onions,Shampoo","Cereal,Toothpaste",0.02,0.5,7.142857142857142
"Detergent,Pasta","Apples,Bananas",0.02,0.5,7.142857142857142
"Eggs,Potatoes","Soap,Water",0.02,0.5,7.142857142857142
"Milk,Soda","Beef,Soap",0.02,0.5,7.142857142857142
"Onions,Shampoo","Cereal,Toothpaste",0.03,0.5,7.142857142857142
"Pasta,Potatoes","Shampoo,Soap",0.02,0.5,7.142857142857142
"Potatoes,Water","Beef,Soap",0.02,0.5,7.142857142857142
"Butter,Cereal","Soap,Soda",0.02,0.5,6.25
"Pasta,Soap","Apples,Yogurt",0.02,0.5,6.25
"Beef,Chicken,Chips","Butter,Shampoo",0.02,0.5,5.555555555555555
"Beef,Water","Potatoes,Soap",0.02,0.5,5.555555555555555
"Cereal,Chicken","Butter,Shampoo",0.02,0.5,5.555555555555555
"Cheese,Toothpaste","Butter,Juice",0.02,0.5,5.555555555555555
"Juice,Milk","Potatoes,Soap",0.02,0.5,5.555555555555555
"Milk,Water","Butter,Juice",0.02,0.5,5.555555555555555
"Pasta,Shampoo","Potatoes,Soap",0.02,0.5,5.555555555555555
"Rice,Soap","Butter,Shampoo",0.02,0.5,5.555555555555555
"Shampoo,Soda","Butter,Juice",0.02,0.5,5.555555555555555
"Apples,Shampoo",Milk,0.02,0.5,3.3333333333333335
"Apples,Soap",Milk,0.02,0.5,3.3333333333333335
"Apples,Soap",Potatoes,0.02,0.5,3.3333333333333335
"Bananas,Beef",Milk,0.02,0.5,3.3333333333333335
"Bananas,Onions",Milk,0.03,0.5,3.3333333333333335
"Beef,Water",Potatoes,0.02,0.5,3.3333333333333335
"Butter,Detergent",Milk,0.02,0.5,3.3333333333333335
"Butter,Soap",Potatoes,0.03,0.5,3.3333333333333335
"Cereal,Cookies,Toothpaste",Tomatoes,0.02,0.5,3.3333333333333335
"Cereal,Tomatoes",Cheese,0.02,0.5,3.3333333333333335
"Chicken,Toothpaste",Tomatoes,0.03,0.5,3.3333333333333335
"Chips,Cookies",Tomatoes,0.02,0.5,3.3333333333333335
"Chips,Eggs",Potatoes,0.02,0.5,3.3333333333333335
"Chips,Onions",Potatoes,0.02,0.5,3.3333333333333335
"Chips,Rice",Potatoes,0.02,0.5,3.3333333333333335
"Cookies,Toothpaste",Tomatoes,0.02,0.5,3.3333333333333335
"Detergent,Onions",Cheese,0.03,0.5,3.3333333333333335
"Detergent,Pasta",Tomatoes,0.02,0.5,3.3333333333333335
"Eggs,Rice",Potatoes,0.02,0.5,3.3333333333333335
"Juice,Milk",Potatoes,0.02,0.5,3.3333333333333335
"Juice,Onions",Potatoes,0.02,0.5,3.3333333333333335
"Juice,Rice",Potatoes,0.02,0.5,3.3333333333333335
"Juice,Soap",Milk,0.02,0.5,3.3333333333333335
"Juice,Soap",Potatoes,0.02,0.5,3.3333333333333335
"Juice,Water",Cheese,0.02,0.5,3.3333333333333335
"Juice,Water",Milk,0.02,0.5,3.3333333333333335
"Milk,Soda",Potatoes,0.02,0.5,3.3333333333333335
"Milk,Water",Cheese,0.02,0.5,3.3333333333333335
"Milk,Water",Potatoes,0.02,0.5,3.3333333333333335
"Onions,Rice",Milk,0.02,0.5,3.3333333333333335
"Onions,Rice",Potatoes,0.02,0.5,3.3333333333333335
"Onions,Shampoo,Soap",Tomatoes,0.02,0.5,3.3333333333333335
"Onions,Shampoo,Toothpaste",Tomatoes,0.02,0.5,3.3333333333333335
"Pasta,Shampoo",Potatoes,0.02,0.5,3.3333333333333335
"Pasta,Soap",Potatoes,0.02,0.5,3.3333333333333335
"Potatoes,Soda",Milk,0.02,0.5,3.3333333333333335
"Potatoes,Water",Milk,0.02,0.5,3.3333333333333335
"Potatoes,Water",Tomatoes,0.02,0.5,3.3333333333333335
"Rice,Soap",Potatoes,0.02,0.5,3.3333333333333335
"Soda,Toothpaste",Tomatoes,0.02,0.5,3.3333333333333335
"Soda,Water",Milk,0.02,0.5,3.3333333333333335
"Soda,Water",Potatoes,0.02,0.5,3.3333333333333335
"Beef,Chicken,Chips",Rice,0.02,0.5,3.125
"Butter,Chicken,Shampoo",Rice,0.02,0.5,3.125
"Chicken,Shampoo",Rice,0.03,0.5,3.125
"Chips,Cookies",Rice,0.02,0.5,3.125
"Eggs,Potatoes",Rice,0.02,0.5,3.125
"Fish,Juice",Rice,0.02,0.5,3.125
"Fish,Toothpaste",Rice,0.02,0.5,3.125
"Juice,Onions",Rice,0.02,0.5,3.125
"Juice,Soap",Rice,0.02,0.5,3.125
"Apples,Chicken",Eggs,0.02,0.5,2.7777777777777777
"Beef,Detergent,Tomatoes",Eggs,0.02,0.5,2.7777777777777777
"Beef,Water",Cereal,0.02,0.5,2.7777777777777777
"Beef,Water",Eggs,0.02,0.5,2.7777777777777777
"Bread,Chips",Eggs,0.02,0.5,2.7777777777777777
"Bread,Detergent",Eggs,0.04,0.5,2.7777777777777777
"Bread,Yogurt",Eggs,0.02,0.5,2.7777777777777777
"Butter,Chicken,Shampoo",Cereal,0.02,0.5,2.7777777777777777
"Butter,Juice,Soda",Cereal,0.02,0.5,2.7777777777777777
"Butter,Soda",Cereal,0.03,0.5,2.7777777777777777
"Chicken,Water",Cereal,0.02,0.5,2.7777777777777777
"Chips,Cookies",Cereal,0.02,0.5,2.7777777777777777
"Chips,Soda",Eggs,0.02,0.5,2.7777777777777777
"Cookies,Onions,Shampoo",Cereal,0.02,0.5,2.7777777777777777
"Detergent,Yogurt",Eggs,0.03,0.5,2.7777777777777777
"Fish,Toothpaste",Eggs,0.02,0.5,2.7777777777777777
"Juice,Soap",Cereal,0.02,0.5,2.7777777777777777
"Onions,Shampoo",Cereal,0.03,0.5,2.7777777777777777
"Potatoes,Rice",Eggs,0.02,0.5,2.7777777777777777
"Potatoes,Soda",Cereal,0.02,0.5,2.7777777777777777
"Potatoes,Water",Eggs,0.02,0.5,2.7777777777777777
"Shampoo,Soda",Cereal,0.02,0.5,2.7777777777777777
"Shampoo,Toothpaste",Cereal,0.03,0.5,2.7777777777777777
"Tomatoes,Toothpaste",Cereal,0.03,0.5,2.7777777777777777
"Toothpaste,Yogurt",Eggs,0.03,0.5,2.7777777777777777
"Water,Yogurt",Eggs,0.02,0.5,2.7777777777777777
"Apples,Chicken",Water,0.02,0.5,2.6315789473684212
"Apples,Eggs",Chicken,0.02,0.5,2.6315789473684212
"Apples,Eggs",Water,0.02,0.5,2.6315789473684212
"Apples,Pasta",Water,0.02,0.5,2.6315789473684212
"Apples,Soap",Pasta,0.02,0.5,2.6315789473684212
"Apples,Soap",Water,0.02,0.5,2.6315789473684212
"Bananas,Beef",Pasta,0.02,0.5,2.6315789473684212
"Beef,Chicken,Chips",Pasta,0.02,0.5,2.6315789473684212
"Beef,Chips,Pasta",Chicken,0.02,0.5,2.6315789473684212
"Beef,Fish",Chicken,0.03,0.5,2.6315789473684212
"Beef,Shampoo",Chicken,0.03,0.5,2.6315789473684212
"Bread,Chips",Pasta,0.02,0.5,2.6315789473684212
"Bread,Detergent,Eggs",Water,0.02,0.5,2.6315789473684212
"Butter,Cereal",Chicken,0.02,0.5,2.6315789473684212
"Butter,Cookies",Pasta,0.02,0.5,2.6315789473684212
"Butter,Cookies,Shampoo",Pasta,0.02,0.5,2.6315789473684212
"Butter,Detergent",Chicken,0.02,0.5,2.6315789473684212
"Butter,Detergent",Water,0.02,0.5,2.6315789473684212
"Butter,Rice",Chicken,0.02,0.5,2.6315789473684212
"Cereal,Chicken",Water,0.02,0.5,2.6315789473684212
"Cheese,Juice",Water,0.02,0.5,2.6315789473684212
"Cheese,Toothpaste",Water,0.02,0.5,2.6315789473684212
"Chips,Rice",Chicken,0.02,0.5,2.6315789473684212
"Chips,Shampoo",Chicken,0.02,0.5,2.6315789473684212
"Chips,Toothpaste",Water,0.03,0.5,2.6315789473684212
"Detergent,Eggs",Chicken,0.03,0.5,2.6315789473684212
"Detergent,Pasta",Water,0.02,0.5,2.6315789473684212
"Eggs,Potatoes",Water,0.02,0.5,2.6315789473684212
"Eggs,Rice",Chicken,0.02,0.5,2.6315789473684212
"Fish,Juice",Chicken,0.02,0.5,2.6315789473684212
"Juice,Milk",Pasta,0.02,0.5,2.6315789473684212
"Juice,Milk",Water,0.02,0.5,2.6315789473684212
"Juice,Shampoo",Chicken,0.02,0.5,2.6315789473684212
"Juice,Shampoo",Pasta,0.02,0.5,2.6315789473684212
"Juice,Tomatoes",Chicken,0.02,0.5,2.6315789473684212
"Juice,Water",Pasta,0.02,0.5,2.6315789473684212
"Milk,Potatoes",Water,0.02,0.5,2.6315789473684212
"Milk,Soda",Water,0.02,0.5,2.6315789473684212
"Onions,Rice",Chicken,0.02,0.5,2.6315789473684212
"Potatoes,Soda",Water,0.02,0.5,2.6315789473684212
"Rice,Soap",Chicken,0.02,0.5,2.6315789473684212
"Tomatoes,Toothpaste",Chicken,0.03,0.5,2.6315789473684212
"Bananas,Cookies",Shampoo,0.02,0.5,2.5
"Bananas,Soap",Soda,0.03,0.5,2.5
"Bananas,Soap,Yogurt",Soda,0.02,0.5,2.5
"Beef,Chicken,Chips",Shampoo,0.02,0.5,2.5
"Beef,Chips,Pasta",Bread,0.02,0.5,2.5
"Beef,Detergent,Tomatoes",Bread,0.02,0.5,2.5
"Beef,Fish",Shampoo,0.03,0.5,2.5
"Beef,Shampoo",Cookies,0.03,0.5,2.5
"Bread,Yogurt",Soda,0.02,0.5,2.5
"Butter,Chicken,Shampoo",Chips,0.02,0.5,2.5
"Butter,Cookies",Soda,0.02,0.5,2.5
"Butter,Cookies,Shampoo",Soda,0.02,0.5,2.5
"Butter,Detergent",Bread,0.02,0.5,2.5
"Butter,Juice,Soda",Shampoo,0.02,0.5,2.5
"Butter,Soap",Shampoo,0.03,0.5,2.5
"Butter,Soap",Soda,0.03,0.5,2.5
"Butter,Soda",Shampoo,0.03,0.5,2.5
"Butter,Toothpaste",Chips,0.03,0.5,2.5
"Butter,Yogurt",Chips,0.02,0.5,2.5
"Cereal,Chicken",Shampoo,0.02,0.5,2.5
"Cereal,Cookies,Toothpaste",Shampoo,0.02,0.5,2.5
"Cereal,Cookies,Toothpaste",Soda,0.02,0.5,2.5
"Cereal,Onions",Shampoo,0.03,0.5,2.5
"Cereal,Soap",Soda,0.03,0.5,2.5
"Cereal,Tomatoes",Soda,0.02,0.5,2.5
"Cheese,Detergent",Bread,0.02,0.5,2.5
"Chicken,Fish",Chips,0.02,0.5,2.5
"Chicken,Fish",Shampoo,0.02,0.5,2.5
"Chicken,Tomatoes",Shampoo,0.02,0.5,2.5
"Chips,Eggs",Bread,0.02,0.5,2.5
"Chips,Eggs",Soda,0.02,0.5,2.5
"Chips,Onions",Cookies,0.02,0.5,2.5
"Chips,Rice",Cookies,0.02,0.5,2.5
"Chips,Shampoo",Soda,0.02,0.5,2.5
"Chips,Soda",Shampoo,0.02,0.5,2.5
"Chips,Yogurt",Shampoo,0.02,0.5,2.5
"Chips,Yogurt",Soda,0.02,0.5,2.5
"Cookies,Juice",Soda,0.02,0.5,2.5
"Cookies,Soap",Shampoo,0.03,0.5,2.5
"Cookies,Toothpaste",Shampoo,0.02,0.5,2.5
"Cookies,Toothpaste",Soda,0.02,0.5,2.5
"Detergent,Pasta",Bread,0.02,0.5,2.5
"Detergent,Pasta",Cookies,0.02,0.5,2.5
"Detergent,Water",Bread,0.03,0.5,2.5
"Eggs,Fish",Bread,0.02,0.5,2.5
"Eggs,Fish",Chips,0.02,0.5,2.5
"Eggs,Fish",Soda,0.02,0.5,2.5
"Eggs,Potatoes",Chips,0.02,0.5,2.5
"Fish,Juice",Chips,0.02,0.5,2.5
"Fish,Onions",Cookies,0.02,0.5,2.5
"Fish,Rice",Chips,0.03,0.5,2.5
"Fish,Toothpaste",Chips,0.02,0.5,2.5
"Juice,Onions",Cookies,0.02,0.5,2.5
"Juice,Shampoo",Soda,0.02,0.5,2.5
"Juice,Soap",Shampoo,0.02,0.5,2.5
"Juice,Soap",Soda,0.02,0.5,2.5
"Milk,Potatoes",Soda,0.02,0.5,2.5
"Milk,Water",Soda,0.02,0.5,2.5
"Onions,Shampoo,Toothpaste",Cookies,0.02,0.5,2.5
"Pasta,Potatoes",Shampoo,0.02,0.5,2.5
"Pasta,Shampoo",Cookies,0.02,0.5,2.5
"Pasta,Soap",Cookies,0.02,0.5,2.5
"Pasta,Soap",Shampoo,0.02,0.5,2.5
"Pasta,Yogurt",Cookies,0.02,0.5,2.5
"Pasta,Yogurt",Shampoo,0.02,0.5,2.5
"Potatoes,Rice",Chips,0.02,0.5,2.5
"Potatoes,Water",Soda,0.02,0.5,2.5
"Shampoo,Soda",Chips,0.02,0.5,2.5
"Shampoo,Soda",Cookies,0.02,0.5,2.5
"Soda,Toothpaste",Chips,0.02,0.5,2.5
"Soda,Toothpaste",Cookies,0.02,0.5,2.5
"Soda,Water",Cookies,0.02,0.5,2.5
"Toothpaste,Water",Chips,0.03,0.5,2.5
"Apples,Pasta",Detergent,0.02,0.5,2.380952380952381
"Bananas,Pasta",Detergent,0.02,0.5,2.380952380952381
"Bread,Butter",Detergent,0.02,0.5,2.380952380952381
"Bread,Tomatoes",Detergent,0.02,0.5,2.380952380952381
"Bread,Yogurt",Detergent,0.02,0.5,2.380952380952381
"Cheese,Onions",Detergent,0.03,0.5,2.380952380952381
"Chicken,Eggs",Detergent,0.03,0.5,2.380952380952381
"Chicken,Water",Detergent,0.02,0.5,2.380952380952381
"Juice,Water",Detergent,0.02,0.5,2.380952380952381
"Pasta,Water",Detergent,0.02,0.5,2.380952380952381
"Toothpaste,Yogurt",Detergent,0.03,0.5,2.380952380952381
"Apples,Chicken",Bananas,0.02,0.5,2.272727272727273
"Apples,Chicken",Toothpaste,0.02,0.5,2.272727272727273
"Apples,Pasta",Bananas,0.02,0.5,2.272727272727273
"Apples,Pasta",Juice,0.02,0.5,2.272727272727273
"Apples,Shampoo",Bananas,0.02,0.5,2.272727272727273
"Apples,Soap",Beef,0.02,0.5,2.272727272727273
"Apples,Water",Beef,0.03,0.5,2.272727272727273
"Bananas,Milk",Beef,0.02,0.5,2.272727272727273
"Bananas,Pasta",Apples,0.02,0.5,2.272727272727273
"Bananas,Pasta",Beef,0.02,0.5,2.272727272727273
"Beef,Chicken,Chips",Toothpaste,0.02,0.5,2.272727272727273
"Beef,Shampoo",Fish,0.03,0.5,2.272727272727273
"Bread,Butter",Juice,0.02,0.5,2.272727272727273
"Bread,Chips",Beef,0.02,0.5,2.272727272727273
"Bread,Chips",Fish,0.02,0.5,2.272727272727273
"Bread,Soda",Fish,0.02,0.5,2.272727272727273
"Bread,Tomatoes",Beef,0.02,0.5,2.272727272727273
"Bread,Yogurt",Apples,0.02,0.5,2.272727272727273
"Bread,Yogurt",Bananas,0.02,0.5,2.272727272727273
"Bread,Yogurt",Fish,0.02,0.5,2.272727272727273
"Butter,Cereal",Juice,0.02,0.5,2.272727272727273
"Butter,Cereal",Toothpaste,0.02,0.5,2.272727272727273
"Butter,Chicken,Shampoo",Beef,0.02,0.5,2.272727272727273
"Butter,Tomatoes",Juice,0.02,0.5,2.272727272727273
"Butter,Tomatoes",Toothpaste,0.02,0.5,2.272727272727273
"Cereal,Chicken",Beef,0.02,0.5,2.272727272727273
"Cereal,Fish",Beef,0.02,0.5,2.272727272727273
"Cereal,Onions",Toothpaste,0.03,0.5,2.272727272727273
"Cereal,Shampoo",Toothpaste,0.03,0.5,2.272727272727273
"Cereal,Soap",Toothpaste,0.03,0.5,2.272727272727273
"Cereal,Yogurt",Fish,0.02,0.5,2.272727272727273
"Cereal,Yogurt",Toothpaste,0.02,0.5,2.272727272727273
"Cheese,Juice",Toothpaste,0.02,0.5,2.272727272727273
"Cheese,Toothpaste",Juice,0.02,0.5,2.272727272727273
"Chicken,Fish",Juice,0.02,0.5,2.272727272727273
"Chicken,Shampoo",Beef,0.03,0.5,2.272727272727273
"Chicken,Tomatoes",Beef,0.02,0.5,2.272727272727273
"Chicken,Tomatoes",Juice,0.02,0.5,2.272727272727273
"Chicken,Toothpaste",Beef,0.03,0.5,2.272727272727273
"Chicken,Water",Apples,0.02,0.5,2.272727272727273
"Chips,Cookies",Fish,0.02,0.5,2.272727272727273
"Chips,Eggs",Beef,0.02,0.5,2.272727272727273
"Chips,Eggs",Fish,0.02,0.5,2.272727272727273
"Chips,Juice",Bananas,0.02,0.5,2.272727272727273
"Chips,Juice",Fish,0.02,0.5,2.272727272727273
"Chips,Onions",Bananas,0.02,0.5,2.272727272727273
